,0,1,2,3,4,5,6,7,8,Actual Outcome,prob_0,prob_1,Decile
808,12,37,6,2,1,5,3,0.01,8,1,0.450776615,0.549223385,1
3719,12,46,5,0,4,4,2,5000,3,0,0.451500455,0.548499545,1
1843,12,46,4,0,2,13,3,0.01,5,0,0.452196826,0.547803174,1
1436,11,31,2,2,4,4,2,200,8,0,0.452202538,0.547797462,1
986,15,55,1,1,4,4,0,8400,8,1,0.45320328,0.54679672,1
210,9,29,0,1,1,11,0,6000,2,0,0.453764562,0.546235438,1
3302,10,27,5,2,2,8,3,0.01,4,1,0.454481882,0.545518118,1
3526,9,27,3,1,4,4,2,5000,4,1,0.454739595,0.545260405,1
816,9,29,4,1,4,4,0,10000,3,1,0.455300214,0.544699786,1
907,9,28,6,1,4,4,3,0.01,7,0,0.455395343,0.544604657,1
2800,10,33,4,1,1,12,3,0.01,8,0,0.456781393,0.543218607,1
1254,10,34,4,1,2,8,2,50,9,1,0.456788824,0.543211176,1
1780,12,40,4,1,5,10,3,0.01,8,1,0.45719425,0.54280575,1
3413,12,35,4,2,4,4,3,0.01,5,1,0.457732066,0.542267934,1
589,16,60,4,1,1,3,2,2500,2,1,0.457751689,0.542248311,1
3518,12,42,6,1,2,8,3,0.01,5,0,0.458647358,0.541352642,1
3890,12,40,3,1,4,4,3,0.01,4,0,0.458917512,0.541082488,1
1244,16,60,5,1,1,12,3,0.01,8,0,0.459638743,0.540361257,1
3335,16,55,2,2,1,5,2,1000,9,0,0.46010677,0.53989323,1
2889,9,28,3,1,4,9,2,25,5,0,0.460356394,0.539643606,1
1775,11,36,4,1,4,9,3,0.01,5,1,0.460634627,0.539365373,1
5,14,52,6,1,1,5,3,0.01,8,1,0.461768605,0.538231395,2
439,11,39,6,1,1,12,2,49.72,2,1,0.462275728,0.537724272,2
3818,15,55,4,1,4,4,2,1230,5,0,0.462641254,0.537358746,2
1859,15,62,2,0,2,8,0,8400,6,0,0.462641466,0.537358534,2
2278,17,59,6,2,2,6,3,0.01,5,1,0.462814981,0.537185019,2
225,11,40,4,1,0,0,2,750,8,1,0.464077652,0.535922348,2
507,13,46,0,1,1,12,2,0.02,4,0,0.464342347,0.535657653,2
88,10,34,3,1,1,5,2,1680,4,1,0.46507848,0.53492152,2
2844,11,38,4,1,1,12,3,0.01,8,0,0.465111775,0.534888225,2
3562,8,33,6,0,1,12,0,6000,2,0,0.465461697,0.534538303,2
1150,12,40,0,1,4,4,3,0.01,9,0,0.465885246,0.534114754,2
1370,9,28,3,1,4,4,2,3600,4,1,0.466037233,0.533962767,2
1637,8,31,6,0,1,5,2,5000,1,0,0.466788465,0.533211535,2
1939,13,44,3,2,1,3,0,7461.8,7,1,0.467016465,0.532983535,2
2102,13,55,3,0,1,5,0,6350,8,0,0.467031497,0.532968503,2
1155,13,43,5,2,2,13,2,50,11,0,0.467804789,0.532195211,2
2034,12,42,3,1,1,12,3,0.01,6,1,0.467985655,0.532014345,2
1781,15,58,6,1,4,4,0,6000,6,1,0.468229331,0.531770669,2
3865,16,61,4,1,1,3,0,19330.7,3,1,0.468841566,0.531158434,2
1678,12,43,5,1,1,5,3,0.01,5,0,0.469336027,0.530663973,2
2459,9,34,3,0,4,4,2,100,3,0,0.469346437,0.530653563,2
1399,11,36,3,1,5,10,3,0.01,7,1,0.469703615,0.530296385,2
2675,13,49,4,1,2,13,0,6000,4,1,0.471007532,0.528992468,2
1824,13,42,5,2,1,5,3,0.01,4,0,0.471023073,0.528976927,2
3342,11,37,2,1,2,6,3,0.01,4,1,0.471445445,0.528554555,2
2370,12,44,6,1,1,3,3,0.01,8,1,0.471953389,0.528046611,2
1968,14,53,3,1,4,9,0,7600.02,11,0,0.472846597,0.527153403,2
3452,12,37,1,2,1,5,2,1750,2,1,0.473234362,0.526765638,2
3357,12,43,6,1,2,8,3,0.01,4,1,0.474358227,0.525641773,2
119,11,39,3,1,4,4,0,7229.81,1,1,0.47518719,0.52481281,2
3764,15,55,3,1,4,4,2,5000,4,0,0.476764465,0.523235535,2
41,13,47,3,1,4,4,2,30,5,1,0.476836121,0.523163879,2
1414,10,34,4,1,2,13,3,0.01,8,0,0.478111901,0.521888099,2
2388,14,54,6,1,2,8,2,100,10,0,0.478262168,0.521737832,2
3122,9,33,1,0,4,9,3,0.01,7,1,0.478394362,0.521605638,2
3668,14,58,2,0,4,4,0,6215.7,4,0,0.478660776,0.521339224,2
1499,10,35,5,1,1,5,3,0.01,6,0,0.479000294,0.520999706,2
109,12,41,2,1,4,9,3,0.01,5,1,0.479298407,0.520701593,2
1686,13,43,5,2,3,7,2,2600,8,1,0.481086712,0.518913288,2
626,10,41,6,0,1,3,3,0.01,5,1,0.482751202,0.517248798,2
1058,11,39,1,1,4,4,0,12000,8,0,0.482828888,0.517171112,2
3642,9,30,4,1,1,12,3,0.01,4,0,0.483271992,0.516728008,2
1983,13,46,2,1,4,9,2,3000,1,0,0.483397856,0.516602144,2
2533,12,43,6,1,4,4,3,0.01,5,1,0.483835355,0.516164645,2
1769,9,32,6,1,1,12,2,54.84,4,1,0.484284327,0.515715673,2
758,13,48,6,1,3,2,3,0.01,5,1,0.484288734,0.515711266,2
1757,12,46,6,1,1,5,2,1000,9,1,0.48458363,0.51541637,2
959,10,35,2,1,1,5,2,1000,3,1,0.484669268,0.515330732,2
3657,9,29,2,1,2,13,3,0.01,5,0,0.485184584,0.514815416,2
1063,17,60,1,2,4,4,0,10000,4,1,0.485432521,0.514567479,2
3665,11,40,0,1,0,0,2,3000.01,10,1,0.485669708,0.514330292,2
2505,11,37,1,1,4,4,3,0.01,5,1,0.487251464,0.512748536,2
206,9,36,4,0,1,5,3,0.01,4,1,0.48758554,0.51241446,2
3794,9,31,3,1,4,4,2,60,12,1,0.487740599,0.512259401,2
3034,9,29,3,1,4,4,3,0.01,5,1,0.488293478,0.511706522,2
1273,9,31,3,1,2,8,2,1655,6,1,0.489852711,0.510147289,2
3714,8,29,6,1,1,5,2,2000,12,0,0.490113215,0.509886785,2
1241,11,43,6,1,1,3,0,6000,2,0,0.490999091,0.509000909,2
3639,10,34,1,1,4,4,2,125,4,1,0.492072764,0.507927236,2
521,11,33,2,2,4,9,0,18000,3,0,0.492297496,0.507702504,2
2473,11,40,4,1,1,5,3,0.01,5,1,0.494249897,0.505750103,2
139,11,33,3,2,4,9,3,0.01,8,0,0.494461141,0.505538859,2
3254,10,38,6,1,1,3,2,285.01,8,1,0.495129296,0.504870704,2
1149,14,48,3,2,1,12,2,3100,5,0,0.495275401,0.504724599,2
344,10,31,6,2,1,5,3,0.01,5,1,0.495281428,0.504718572,2
1977,12,45,6,1,3,2,3,0.01,10,0,0.495539574,0.504460426,2
3253,13,48,3,1,4,4,2,1000,3,1,0.496183972,0.503816028,2
487,12,45,6,1,1,12,3,0.01,5,1,0.496355026,0.503644974,2
2849,6,23,2,0,2,13,2,600,4,0,0.496631226,0.503368774,2
0,11,33,3,2,4,4,3,0.01,5,0,0.496662108,0.503337892,2
2826,12,44,4,1,4,9,2,3000,7,1,0.496670732,0.503329268,2
2922,15,59,4,1,1,12,2,1800,9,0,0.497541575,0.502458425,2
347,10,36,1,1,4,4,0,6000,4,1,0.497802595,0.502197405,2
1708,13,43,6,2,4,4,3,0.01,5,1,0.497897704,0.502102296,2
339,11,37,1,1,4,4,1,24078.3,6,0,0.498346703,0.501653297,2
603,10,37,6,1,1,3,3,0.01,7,1,0.49910145,0.50089855,2
327,9,31,6,1,5,10,2,2000,3,0,0.501558185,0.498441815,2
3573,8,22,2,2,3,2,0,12500,3,0,0.501984316,0.498015684,2
1405,13,42,3,2,4,9,3,0.01,5,1,0.502257554,0.497742446,2
1451,13,44,6,2,2,8,3,0.01,4,1,0.502482628,0.497517372,2
1831,10,37,6,1,1,12,3,0.01,8,1,0.502637246,0.497362754,2
936,9,38,4,0,1,5,2,2000,4,0,0.502712768,0.497287232,2
474,10,28,4,3,4,4,0,7000,16,0,0.503291749,0.496708251,2
1911,14,43,6,3,3,2,3,0.01,5,0,0.504037701,0.495962299,2
1573,18,70,2,1,4,9,2,3000,5,0,0.504404986,0.495595014,2
3499,11,39,3,1,4,9,3,0.01,7,0,0.50455756,0.49544244,2
1813,15,58,5,1,2,8,3,0.01,4,0,0.504656652,0.495343348,2
1231,12,41,5,2,4,4,0,6000,1,0,0.504660596,0.495339404,2
402,14,56,2,1,1,12,0,6053.35,7,1,0.505511651,0.494488349,2
409,13,51,2,1,1,12,0,6000,2,0,0.505547003,0.494452997,2
142,12,48,6,1,1,12,0,6544.76,2,0,0.50567377,0.49432623,2
2156,13,48,0,1,2,6,3,0.01,8,1,0.505792083,0.494207917,2
3850,8,34,6,0,1,5,3,0.01,7,0,0.505973828,0.494026172,2
212,10,36,0,1,4,9,0,8000,6,0,0.506351765,0.493648235,2
2802,8,35,6,0,1,5,2,0.02,5,1,0.50656207,0.49343793,2
3696,13,52,6,1,1,5,2,0.02,8,0,0.506807766,0.493192234,2
3289,9,37,6,0,4,4,3,0.01,6,0,0.507609529,0.492390471,2
1102,9,31,5,1,4,4,3,0.01,4,0,0.507800836,0.492199164,2
411,12,49,2,0,4,4,3,0.01,8,1,0.507813327,0.492186673,2
3785,10,35,2,1,3,2,3,0.01,5,1,0.507999393,0.492000607,2
1319,17,67,3,1,1,12,3,0.01,7,0,0.508145584,0.491854416,2
628,11,35,4,2,2,8,3,0.01,5,1,0.508445182,0.491554818,2
3427,13,45,6,2,2,6,3,0.01,8,0,0.508580096,0.491419904,2
757,8,35,6,0,2,6,2,500,8,0,0.509762308,0.490237692,2
171,8,27,2,1,3,1,2,2500,3,1,0.510158643,0.489841357,2
1926,12,45,3,1,4,4,2,700,6,0,0.510265877,0.489734123,2
84,11,46,5,0,4,4,3,0.01,9,0,0.510356838,0.489643162,2
2373,8,30,6,1,1,5,2,50,6,1,0.510639761,0.489360239,2
1033,11,41,4,1,1,12,3,0.01,6,0,0.510698378,0.489301622,2
2536,11,42,5,1,1,3,3,0.01,8,0,0.510953278,0.489046722,2
2203,13,44,4,2,2,8,3,0.01,5,1,0.51112861,0.48887139,2
3750,13,49,4,1,3,7,3,0.01,5,0,0.511623342,0.488376658,2
2597,16,54,6,3,3,2,2,500,9,0,0.512130416,0.487869584,2
1652,10,31,5,2,4,4,2,2020.76,2,1,0.512287149,0.487712851,2
2407,12,39,7,2,1,3,1,37226.8,7,1,0.512384619,0.487615381,2
56,10,33,4,2,1,12,2,26,10,1,0.512495147,0.487504853,2
497,11,37,6,2,1,5,3,0.01,8,1,0.512627089,0.487372911,2
721,11,42,5,1,4,9,2,50,10,0,0.514524406,0.485475594,2
786,7,29,0,0,1,11,2,1600,9,0,0.514926424,0.485073576,2
2082,15,62,4,1,1,5,0,6000,5,1,0.516843725,0.483156275,2
915,12,48,3,1,1,5,0,6000,1,1,0.517768626,0.482231374,2
1224,10,45,3,0,2,8,0,6000,9,0,0.518353677,0.481646323,2
3556,9,32,2,1,2,8,2,2400,1,1,0.519059123,0.480940877,2
1738,10,36,3,1,4,4,3,0.01,8,0,0.519708573,0.480291427,2
2297,10,38,6,1,4,4,2,0.02,5,1,0.520550774,0.479449226,2
565,10,38,1,1,4,4,0,5089.7,6,0,0.520778671,0.479221329,2
2398,7,25,4,1,1,12,2,1323.32,5,0,0.520843266,0.479156734,2
1314,12,43,6,2,4,4,0,6200,5,0,0.521200821,0.478799179,2
317,11,47,3,1,1,5,0,6000,27,0,0.521391524,0.478608476,2
1667,10,38,6,1,2,8,2,3000,1,1,0.521972356,0.478027644,2
1300,11,36,3,2,4,4,2,1000,6,1,0.522216791,0.477783209,2
1797,11,36,4,2,2,8,3,0.01,5,0,0.522509724,0.477490276,2
2662,9,33,5,1,2,8,2,5000,1,1,0.522635925,0.477364075,2
1964,8,28,0,1,1,5,2,600,1,0,0.523107313,0.476892687,2
2179,10,32,6,2,5,10,2,420.01,5,0,0.523222465,0.476777535,2
2716,9,40,4,0,1,3,2,2500,8,0,0.523839628,0.476160372,2
3373,8,31,6,1,1,12,2,600,9,1,0.524727852,0.475272148,2
444,10,38,4,1,4,4,2,500,9,1,0.525044618,0.474955382,2
3307,9,32,0,1,1,12,3,0.01,8,1,0.525289549,0.474710451,2
3363,12,52,2,0,4,4,0,9050,3,0,0.525367829,0.474632171,2
3347,9,41,3,0,1,3,0,12000,9,0,0.5259733,0.4740267,2
655,8,35,6,0,4,4,2,104.57,5,0,0.526448233,0.473551767,2
865,11,48,4,0,1,5,3,0.01,7,0,0.527364782,0.472635218,2
303,11,43,3,1,1,5,2,600,4,0,0.527600853,0.472399147,2
2036,8,30,6,1,1,3,3,0.01,5,1,0.527953864,0.472046136,2
835,14,56,1,1,4,4,0,6107.64,6,0,0.528099989,0.471900011,2
1303,9,35,3,1,1,5,2,50,9,0,0.529404715,0.470595285,2
514,5,20,3,0,4,4,2,4000,2,0,0.529472553,0.470527447,2
1826,9,32,3,2,1,3,0,6000,15,1,0.529577197,0.470422803,2
3322,14,51,3,2,2,6,2,300,8,0,0.530214358,0.469785642,2
908,16,66,2,1,1,12,0,6000,2,0,0.530653881,0.469346119,2
1432,11,48,4,0,1,5,3,0.01,5,0,0.530761383,0.469238617,2
1390,9,39,4,0,4,4,2,1000,6,0,0.531116187,0.468883813,2
3828,8,36,4,0,1,5,2,3000,8,0,0.531644703,0.468355297,2
3358,10,38,6,1,4,9,3,0.01,10,0,0.531808827,0.468191173,2
3506,12,47,4,1,1,5,3,0.01,4,0,0.532447687,0.467552313,2
2026,15,67,4,0,1,12,2,1000,9,1,0.532498045,0.467501955,2
3349,10,39,5,1,1,12,3,0.01,10,1,0.532517044,0.467482956,2
377,12,45,2,1,4,4,3,0.01,5,0,0.532644873,0.467355127,2
2638,9,30,5,2,1,3,2,750,4,0,0.533433752,0.466566248,2
1049,12,47,6,1,2,13,3,0.01,4,0,0.533512302,0.466487698,2
2071,10,38,3,1,1,5,3,0.01,4,1,0.53492784,0.46507216,2
170,10,38,3,1,2,8,3,0.01,8,1,0.536612997,0.463387003,2
743,10,38,3,1,2,8,3,0.01,8,1,0.536612997,0.463387003,2
1191,13,43,3,2,1,5,1,43600,9,1,0.537414148,0.462585852,2
3198,11,42,3,1,2,8,3,0.01,4,0,0.537725818,0.462274182,2
450,10,40,6,1,0,0,3,0.01,4,1,0.537867801,0.462132199,2
3077,12,54,3,0,4,4,2,3000,22,0,0.5380097,0.4619903,2
1000,16,65,3,1,1,12,2,5000,5,1,0.538113425,0.461886575,2
491,11,44,3,1,4,4,0,13000,11,1,0.539605096,0.460394904,2
2163,10,42,1,0,4,4,3,0.01,7,1,0.540081239,0.459918761,2
1621,11,36,3,2,4,4,3,0.01,4,0,0.540514002,0.459485998,2
1662,10,38,3,1,2,6,3,0.01,5,1,0.540537251,0.459462749,2
1444,7,24,1,1,4,4,2,1000,3,1,0.540629485,0.459370515,2
297,14,57,5,1,3,2,2,1000,4,1,0.540806705,0.459193295,2
3767,15,67,5,0,4,4,0,13000,4,0,0.540856198,0.459143802,2
459,10,32,3,2,4,4,3,0.01,7,0,0.541095164,0.458904836,2
3776,10,39,6,1,2,8,3,0.01,4,1,0.541947244,0.458052756,2
3004,10,35,5,2,1,5,2,1200,5,0,0.542096793,0.457903207,2
2139,13,59,4,0,4,4,0,6000,5,0,0.542166112,0.457833888,2
1357,11,39,5,2,4,4,0,8000,1,1,0.542285341,0.457714659,2
1836,10,40,6,1,4,4,2,360.01,9,0,0.542497948,0.457502052,2
149,10,39,1,1,1,5,2,1000,5,1,0.542644272,0.457355728,2
1154,13,54,1,1,5,10,0,12078.3,30,0,0.542794268,0.457205732,2
455,10,38,1,1,2,8,2,500,1,0,0.54292193,0.45707807,2
2167,11,44,1,1,4,4,0,6053.35,7,0,0.543303488,0.456696512,2
3051,12,44,4,2,2,8,2,510,13,0,0.543489102,0.456510898,2
536,12,48,2,1,4,9,0,6000,2,1,0.543754976,0.456245024,2
2608,11,42,2,1,2,13,3,0.01,5,0,0.544065945,0.455934055,2
935,12,43,2,2,1,5,2,1090,6,1,0.54429659,0.45570341,2
3329,10,40,5,1,1,3,3,0.01,8,1,0.544690627,0.455309373,2
1202,9,34,4,1,4,4,2,4267.55,5,0,0.544750515,0.455249485,2
2456,9,37,3,1,1,5,0,6000,3,1,0.545413202,0.454586798,2
1123,10,39,3,1,2,6,2,600,1,1,0.545656513,0.454343487,2
1211,15,55,3,2,2,6,3,0.01,5,1,0.545855143,0.454144857,2
2279,11,37,2,2,2,8,3,0.01,5,1,0.546818224,0.453181776,2
3343,9,36,6,1,1,3,2,3524.13,1,0,0.547042018,0.452957982,2
1429,10,40,6,1,1,5,3,0.01,4,0,0.54747154,0.45252846,2
1916,11,48,2,0,5,10,2,500.01,9,0,0.548219321,0.451780679,2
3575,14,57,4,1,4,4,0,16000,4,1,0.549075474,0.450924526,2
289,11,43,4,1,4,4,3,0.01,9,0,0.549218534,0.450781466,2
3811,8,24,1,2,4,4,2,2035.88,7,1,0.549809997,0.450190003,2
1565,12,47,2,1,5,10,2,960,8,0,0.550777305,0.449222695,2
1960,12,51,6,1,2,8,0,6000,2,0,0.55111207,0.44888793,2
1117,7,31,6,0,5,10,2,1200,1,0,0.551183274,0.448816726,2
2041,8,31,6,1,2,8,3,0.01,5,1,0.551552657,0.448447343,2
2216,11,45,5,1,1,3,3,0.01,8,1,0.552992163,0.447007837,2
1076,9,41,6,0,2,6,3,0.01,5,0,0.553066936,0.446933064,2
3153,8,30,2,1,4,4,2,600,5,0,0.55361483,0.44638517,2
2769,9,35,4,1,2,13,3,0.01,8,0,0.553978796,0.446021204,2
295,11,43,2,1,4,4,2,1500,4,1,0.554042891,0.445957109,2
1835,9,34,4,1,4,4,3,0.01,4,0,0.554990949,0.445009051,2
3406,10,39,3,1,4,4,2,3000,5,1,0.555742416,0.444257584,2
3501,15,50,4,3,4,4,2,5000,2,0,0.556504848,0.443495152,2
3503,12,49,6,1,2,8,3,0.01,5,0,0.55685843,0.44314157,2
1046,10,38,2,1,4,9,3,0.01,7,1,0.557413413,0.442586587,2
2930,18,74,3,1,4,4,3,0.01,8,1,0.558347535,0.441652465,2
3534,13,55,4,1,4,4,0,6053.35,7,1,0.558458275,0.441541725,2
750,13,48,4,2,1,5,3,0.01,5,0,0.558664782,0.441335218,2
3702,9,35,6,1,4,4,3,0.01,4,0,0.558669883,0.441330117,2
2458,9,37,5,1,1,3,2,420,1,1,0.560136409,0.439863591,2
2904,11,51,5,0,5,10,0,5200,3,0,0.560306625,0.439693375,2
2059,11,45,3,1,1,5,3,0.01,9,0,0.562672787,0.437327213,2
3741,13,56,6,1,1,5,2,1500,9,0,0.563970441,0.436029559,2
3688,8,32,6,1,2,6,3,0.01,5,0,0.56429315,0.43570685,2
2707,12,49,3,1,1,3,3,0.01,4,1,0.564304694,0.435695306,2
2650,9,36,6,1,2,13,3,0.01,4,1,0.564374068,0.435625932,2
1204,11,39,4,2,4,4,2,3000,5,0,0.56450564,0.43549436,2
3214,15,55,6,3,1,3,0,10853.3,7,0,0.564565369,0.435434631,2
3213,10,39,3,1,4,4,3,0.01,6,1,0.564993992,0.435006008,2
2188,13,51,3,2,1,5,0,6053.35,6,0,0.565288992,0.434711008,2
1468,9,36,0,1,1,11,2,1000,8,1,0.56569926,0.43430074,2
2814,14,58,3,1,2,8,2,5000,6,1,0.566004065,0.433995935,2
3614,11,49,2,0,3,2,3,0.01,5,0,0.566613033,0.433386967,2
833,9,29,3,2,4,9,3,0.01,5,0,0.56688026,0.43311974,2
2439,12,54,4,0,4,4,3,0.01,8,0,0.567443369,0.432556631,2
2571,8,32,6,1,4,4,2,520,1,0,0.567522362,0.432477638,2
2386,15,59,3,1,4,4,1,30000,2,0,0.567540998,0.432459002,2
48,15,64,4,1,1,5,2,4000,9,0,0.567700321,0.432299679,2
1497,9,34,6,2,2,8,0,12210.6,12,1,0.568612598,0.431387402,2
3394,13,54,3,1,1,5,3,0.01,7,1,0.568660214,0.431339786,2
2972,7,29,6,1,3,2,2,1450,8,0,0.569209965,0.430790035,2
2663,7,28,6,1,4,4,2,2000,5,0,0.569235012,0.430764988,2
2289,8,39,5,0,1,5,2,1000.01,5,0,0.569535983,0.430464017,2
1161,12,49,4,1,2,13,3,0.01,5,1,0.56990741,0.43009259,2
3678,9,35,3,1,4,9,3,0.01,8,1,0.57009921,0.42990079,2
329,12,51,5,1,2,13,0,12000,2,0,0.570517033,0.429482967,2
957,11,44,2,1,2,8,3,0.01,4,1,0.570655498,0.429344502,2
1800,9,30,4,2,4,4,3,0.01,6,0,0.571086534,0.428913466,2
1022,9,35,2,1,4,4,2,2000,1,1,0.571241142,0.428758858,2
3554,10,44,1,0,4,4,3,0.01,5,0,0.571245345,0.428754655,2
2365,12,41,6,3,4,4,0,6025,3,1,0.571708338,0.428291662,2
1642,12,48,2,1,5,10,2,1250,4,1,0.571907432,0.428092568,2
1059,8,30,0,1,4,4,3,0.01,9,0,0.572578651,0.427421349,2
2989,11,47,4,1,4,4,0,6000,5,0,0.572902911,0.427097089,2
3395,10,42,6,1,4,4,2,40.01,7,1,0.573021588,0.426978412,2
766,13,54,4,1,2,13,3,0.01,8,0,0.573110045,0.426889955,2
557,14,60,4,1,2,13,3,0.01,21,1,0.573411282,0.426588718,2
3284,6,28,2,0,4,4,2,3.34,4,0,0.573619256,0.426380744,2
3217,11,49,2,1,0,0,0,6000,9,0,0.575163123,0.424836877,2
2468,12,52,2,1,3,2,2,300.01,23,1,0.575737561,0.424262439,2
2037,10,35,4,2,4,4,3,0.01,8,0,0.575952546,0.424047454,2
525,10,43,2,1,4,9,0,12000,21,0,0.576136598,0.423863402,2
215,15,65,1,1,1,12,0,6000,6,1,0.576383526,0.423616474,2
1618,8,28,6,2,3,2,2,68.22,2,0,0.576588734,0.423411266,2
2205,7,32,2,0,4,9,2,500,1,0,0.57683203,0.42316797,2
3732,8,31,4,1,4,9,3,0.01,4,1,0.577277277,0.422722723,2
267,9,41,5,1,1,5,0,6053.35,11,1,0.577347434,0.422652566,2
75,10,35,2,2,4,4,2,2000,5,1,0.578330491,0.421669509,2
2705,17,63,1,3,1,3,0,6000,1,1,0.579562718,0.420437282,2
2129,8,34,6,1,1,5,3,0.01,8,1,0.579666507,0.420333493,2
1070,11,46,4,1,2,8,3,0.01,9,0,0.579730957,0.420269043,2
1379,8,39,4,0,0,0,3,0.01,5,0,0.579767177,0.420232823,2
28,12,54,5,1,0,0,0,6000,2,0,0.579830565,0.420169435,2
2180,9,37,2,1,2,13,2,420.01,5,1,0.581005911,0.418994089,2
2162,8,33,4,1,4,4,0,12500,1,1,0.581035093,0.418964907,2
3252,7,26,5,2,1,5,0,6000,2,0,0.581398828,0.418601172,2
1265,12,46,4,2,1,12,2,1250,5,0,0.581649634,0.418350366,2
1701,10,48,6,0,1,5,3,0.01,5,0,0.581721934,0.418278066,2
1255,10,38,3,2,1,12,0,13000,8,0,0.582039792,0.417960208,2
2152,8,31,0,1,2,8,3,0.01,5,1,0.582043642,0.417956358,2
3111,10,40,3,1,4,4,3,0.01,4,1,0.582100862,0.417899138,2
1210,8,35,6,1,1,5,2,0.02,4,0,0.583556474,0.416443526,2
3032,5,19,2,1,3,2,2,1000,1,0,0.583855252,0.416144748,2
706,10,31,6,3,4,9,2,600,1,0,0.584249049,0.415750951,2
3179,12,52,6,1,5,10,0,6000,3,1,0.584308006,0.415691994,2
1086,10,36,3,2,2,6,3,0.01,7,1,0.584327952,0.415672048,2
1297,9,37,5,1,4,9,2,900,1,0,0.584328009,0.415671991,2
3591,11,47,3,1,4,4,0,6000,1,0,0.584597016,0.415402984,2
3314,9,37,3,1,2,8,2,4000,2,0,0.584850831,0.415149169,2
3520,7,34,3,0,1,3,3,0.01,5,0,0.584927551,0.415072449,2
256,10,36,2,2,4,4,2,2000,9,0,0.585398373,0.414601627,2
1503,13,57,6,1,3,2,2,3000,13,0,0.585422963,0.414577037,2
495,9,38,6,1,3,2,2,2500,1,0,0.585455203,0.414544797,2
2782,10,40,1,1,4,4,3,0.01,8,1,0.585537094,0.414462906,2
3508,15,57,2,2,4,4,3,0.01,8,0,0.585713758,0.414286242,2
2741,10,44,4,1,1,3,0,10000,1,1,0.586023308,0.413976692,2
857,10,43,6,1,1,12,3,0.01,8,0,0.586240261,0.413759739,2
1421,9,38,6,1,2,6,3,0.01,5,1,0.586240917,0.413759083,2
727,9,31,4,2,4,4,3,0.01,5,1,0.58647636,0.41352364,2
3882,7,33,3,0,4,4,3,0.01,8,0,0.58655952,0.41344048,2
2521,11,35,4,3,4,4,2,4000,4,0,0.587365973,0.412634027,2
1978,11,51,3,0,2,8,3,0.01,4,1,0.587516719,0.412483281,2
3174,12,50,1,1,4,9,2,600,9,1,0.587702895,0.412297105,2
3597,14,55,4,2,4,4,2,300,11,0,0.587724327,0.412275673,2
1175,10,43,5,1,1,3,3,0.01,7,1,0.587830673,0.412169327,2
1541,15,60,1,2,2,8,0,6000,5,1,0.587888784,0.412111216,2
355,9,44,6,0,4,9,2,1200,9,0,0.588445131,0.411554869,2
3444,8,34,5,1,1,3,3,0.01,5,1,0.588531829,0.411468171,2
1406,10,43,3,1,1,5,2,1500,5,0,0.588730344,0.411269656,2
902,11,51,2,0,4,4,2,1000,4,0,0.58888337,0.41111663,2
1418,10,43,4,1,1,5,2,2500,3,1,0.588892592,0.411107408,2
1240,10,36,1,2,4,4,2,600,8,1,0.589441382,0.410558618,2
1295,9,38,4,1,1,3,3,0.01,4,1,0.589677012,0.410322988,2
871,10,41,4,1,4,9,3,0.01,6,1,0.590256888,0.409743112,2
1860,6,23,1,1,4,4,2,1000,1,0,0.591035122,0.408964878,2
667,5,25,3,0,4,4,2,20,2,0,0.591167961,0.408832039,2
2612,11,46,3,1,2,8,3,0.01,5,0,0.591371455,0.408628545,2
273,8,40,6,0,1,5,3,0.01,5,0,0.592768985,0.407231015,2
3737,8,32,3,1,4,4,3,0.01,4,1,0.593144904,0.406855096,2
3131,11,47,2,1,2,6,2,3000,8,0,0.593192725,0.406807275,2
2750,9,32,5,2,1,12,1,22210,2,1,0.593799032,0.406200968,2
1173,7,30,5,1,1,12,3,0.01,8,0,0.594162283,0.405837717,2
844,11,46,3,1,2,13,3,0.01,5,0,0.594182266,0.405817734,2
3836,9,40,6,1,2,8,2,600,8,1,0.594436681,0.405563319,2
3353,6,27,6,1,2,6,2,920,9,1,0.59517284,0.40482716,2
3791,14,61,5,1,1,5,2,4000,1,1,0.595176255,0.404823745,2
1730,10,37,4,2,2,13,3,0.01,8,0,0.595238347,0.404761653,2
70,9,33,5,2,2,8,3,0.01,6,1,0.596219415,0.403780585,2
2848,11,43,5,2,1,5,2,100,1,0,0.596285282,0.403714718,2
290,8,36,6,1,4,4,0,6000,3,1,0.596430217,0.403569783,2
3632,12,50,2,1,4,4,3,0.01,8,1,0.59673905,0.40326095,2
2990,11,46,1,1,4,4,2,600,5,1,0.596977531,0.403022469,2
2591,13,57,4,1,2,13,2,600,9,1,0.597180882,0.402819118,2
3531,15,60,3,2,1,12,2,3000,7,0,0.597349222,0.402650778,2
2303,11,35,4,3,4,9,3,0.01,5,0,0.597376274,0.402623726,2
2172,9,38,4,1,4,4,2,3000,5,0,0.597469707,0.402530293,2
3182,13,56,4,1,2,8,3,0.01,8,0,0.597615391,0.402384609,2
2077,9,39,2,1,1,5,2,1000,5,0,0.598289055,0.401710945,2
268,11,44,5,2,3,7,0,6000,3,1,0.599154428,0.400845572,2
69,12,50,2,1,4,9,3,0.01,8,0,0.599537941,0.400462059,2
848,10,48,0,0,4,4,0,6000,1,0,0.599607225,0.400392775,2
2903,9,39,4,1,2,13,2,420.01,4,1,0.599875081,0.400124919,2
3437,9,38,4,1,3,7,3,0.01,7,0,0.600033465,0.399966535,2
